EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,DistanceGroup,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM229,35,26-35,No,Frequently,944,Sales,1,Near,Bachelor,Marketing,1,314,High,Female,92,High,3,Sales Executive,High,Single,8789,5k-10k,9096,1,Y,No,14,Excellent,Low,80,No Stock,10,3,Excellent,10,7,0,8
RM277,35,26-35,No,Rarely,1315,Research & Development,22,Far,Bachelor,Life Sciences,1,381,Medium,Female,71,Very High,3,Manager,Medium,Divorced,11996,10k-15k,19100,7,Y,No,18,Excellent,Medium,80,Low,10,6,Fair,7,7,6,2
RM298,35,26-35,No,Rarely,1232,Sales,16,Far,Bachelor,Marketing,1,406,High,Male,96,High,3,Sales Executive,Medium,Married,8020,5k-10k,5100,0,Y,No,15,Excellent,High,80,Medium,12,3,Fair,11,9,6,9
RM345,35,26-35,No,Rarely,1296,Research & Development,5,Near,Master,Technical Degree,1,464,High,Male,62,High,3,Manufacturing Director,Medium,Single,8095,5k-10k,18264,0,Y,No,13,Excellent,Very High,80,No Stock,17,5,Good,16,6,0,13
RM373,35,26-35,No,Rarely,755,Research & Development,9,Medium,Master,Life Sciences,1,496,High,Male,97,Medium,2,Healthcare Representative,Medium,Single,6540,5k-10k,19394,9,Y,No,19,Excellent,High,80,No Stock,10,5,Good,1,1,0,0
RM431,35,26-35,No,Rarely,144,Research & Development,22,Far,Bachelor,Life Sciences,1,577,Very High,Male,46,Low,1,Laboratory Technician,High,Single,4230,Upto 5k,19225,0,Y,No,15,Excellent,High,80,No Stock,6,2,Good,5,4,4,3
RM439,35,26-35,No,Rarely,1276,Research & Development,16,Far,Bachelor,Life Sciences,1,586,Very High,Male,72,High,3,Healthcare Representative,High,Married,7632,5k-10k,14295,4,Y,Yes,12,Excellent,High,80,No Stock,10,2,Good,8,7,0,0
RM448,35,26-35,No,Rarely,619,Sales,1,Near,Bachelor,Marketing,1,600,Medium,Male,85,High,2,Sales Executive,High,Married,4717,Upto 5k,18659,9,Y,No,11,Excellent,High,80,No Stock,15,2,Good,11,9,6,9
RM462,35,26-35,No,Rarely,195,Sales,1,Near,Bachelor,Medical,1,620,Low,Female,80,High,2,Sales Executive,High,Single,4859,Upto 5k,6698,1,Y,No,16,Excellent,Very High,80,No Stock,5,3,Good,5,4,0,3
RM484,35,26-35,No,Rarely,538,Research & Development,25,Far,College,Other,1,652,Low,Male,54,Medium,2,Laboratory Technician,Very High,Single,3681,Upto 5k,14004,4,Y,No,14,Excellent,Very High,80,No Stock,9,3,Good,3,2,0,2
RM509,35,26-35,No,Rarely,1017,Research & Development,6,Medium,Master,Life Sciences,1,691,Medium,Male,82,Low,2,Research Scientist,Very High,Single,6646,5k-10k,19368,1,Y,No,13,Excellent,Medium,80,No Stock,17,3,Good,17,11,11,8
RM516,35,26-35,No,Non-Travel,727,Research & Development,3,Near,Bachelor,Life Sciences,1,704,High,Male,41,Medium,1,Laboratory Technician,High,Married,1281,Upto 5k,16900,1,Y,No,18,Excellent,High,80,Medium,1,3,Good,1,0,0,0
RM558,35,26-35,No,Non-Travel,1225,Research & Development,2,Near,Master,Life Sciences,1,771,Very High,Female,61,High,2,Healthcare Representative,Low,Divorced,5093,5k-10k,4761,2,Y,No,11,Excellent,Low,80,Low,16,2,Excellent,1,0,0,0
RM581,35,26-35,No,Rarely,384,Sales,8,Medium,Master,Life Sciences,1,805,Low,Female,72,High,1,Sales Representative,Very High,Married,2572,Upto 5k,20317,1,Y,No,16,Excellent,Medium,80,Low,3,1,Fair,3,2,0,2
RM597,35,26-35,No,Rarely,1258,Research & Development,1,Near,Master,Life Sciences,1,826,Very High,Female,40,Very High,1,Research Scientist,High,Single,2506,Upto 5k,13301,3,Y,No,13,Excellent,High,80,No Stock,7,0,Good,2,2,2,2
RM612,35,26-35,No,Rarely,950,Research & Development,7,Medium,Bachelor,Other,1,845,High,Male,59,High,3,Manufacturing Director,High,Single,10221,10k-15k,18869,3,Y,No,21,Outstanding,Medium,80,No Stock,17,3,Excellent,8,5,1,6
RM621,35,26-35,No,Rarely,1343,Research & Development,27,Far,Below College,Medical,1,856,High,Female,53,Medium,1,Research Scientist,Low,Single,2559,Upto 5k,17852,1,Y,No,11,Excellent,Very High,80,No Stock,6,3,Fair,6,5,1,1
RM636,35,26-35,No,Rarely,607,Research & Development,9,Medium,Bachelor,Life Sciences,1,880,Very High,Female,66,Medium,3,Manufacturing Director,High,Married,10685,10k-15k,23457,1,Y,Yes,20,Outstanding,Medium,80,Low,17,2,Good,17,14,5,15
RM637,35,26-35,Yes,Frequently,130,Research & Development,25,Far,Master,Life Sciences,1,881,Very High,Female,96,High,1,Research Scientist,Medium,Divorced,2022,Upto 5k,16612,1,Y,Yes,19,Excellent,Low,80,Low,10,3,Fair,10,2,7,8
RM648,35,26-35,No,Rarely,672,Research & Development,25,Far,Bachelor,Technical Degree,1,899,Very High,Male,78,Medium,3,Manufacturing Director,Medium,Married,10903,10k-15k,9129,3,Y,No,16,Excellent,Low,80,No Stock,16,2,Good,13,10,4,8
RM677,35,26-35,No,Rarely,1137,Research & Development,21,Far,Below College,Life Sciences,1,942,Very High,Female,51,High,2,Healthcare Representative,Very High,Married,4014,Upto 5k,19170,1,Y,Yes,25,Outstanding,Very High,80,Low,10,2,Poor,10,6,0,7
RM699,35,26-35,No,Rarely,1219,Sales,18,Far,Bachelor,Medical,1,975,High,Female,86,High,2,Sales Executive,High,Married,4601,Upto 5k,6179,1,Y,No,16,Excellent,Medium,80,No Stock,5,3,Good,5,2,1,0
RM705,35,26-35,No,Rarely,882,Sales,3,Near,Master,Life Sciences,1,984,Very High,Male,92,High,3,Sales Executive,Very High,Divorced,7823,5k-10k,6812,6,Y,No,13,Excellent,Medium,80,Low,12,2,Good,10,9,0,8
RM726,35,26-35,Yes,Rarely,622,Research & Development,14,Medium,Master,Other,1,1010,High,Male,39,Medium,1,Laboratory Technician,Medium,Divorced,3743,Upto 5k,10074,1,Y,Yes,24,Outstanding,Very High,80,Low,5,2,Poor,4,2,0,2
RM730,35,26-35,No,Rarely,583,Research & Development,25,Far,Master,Medical,1,1014,High,Female,57,High,3,Healthcare Representative,High,Divorced,10388,10k-15k,6975,1,Y,Yes,11,Excellent,High,80,Low,16,3,Fair,16,10,10,1
RM741,35,26-35,No,Rarely,802,Research & Development,10,Medium,Bachelor,Other,1,1028,Medium,Male,45,High,1,Laboratory Technician,Very High,Divorced,3917,Upto 5k,9541,1,Y,No,20,Outstanding,Low,80,Low,3,4,Fair,3,2,1,2
RM792,35,26-35,Yes,Rarely,1204,Sales,4,Near,Bachelor,Technical Degree,1,1100,Very High,Male,86,High,3,Sales Executive,Low,Single,9582,5k-10k,10333,0,Y,Yes,22,Outstanding,Low,80,No Stock,9,2,Good,8,7,4,7
RM821,35,26-35,No,Frequently,1182,Sales,11,Medium,College,Marketing,1,1137,Very High,Male,54,High,2,Sales Executive,Very High,Divorced,4968,Upto 5k,18500,1,Y,No,11,Excellent,Very High,80,Low,5,3,Good,5,2,0,2
RM836,35,26-35,No,Rarely,528,Human Resources,8,Medium,Master,Technical Degree,1,1164,High,Male,100,High,1,Human Resources,High,Single,4323,Upto 5k,7108,1,Y,No,17,Excellent,Medium,80,No Stock,6,2,Poor,5,4,1,4
RM841,35,26-35,No,Rarely,982,Research & Development,1,Near,Master,Medical,1,1172,Very High,Male,58,Medium,1,Laboratory Technician,High,Married,2258,Upto 5k,16340,6,Y,No,12,Excellent,Medium,80,Low,10,2,Good,8,0,1,7
RM847,35,26-35,No,Rarely,819,Research & Development,2,Near,Bachelor,Life Sciences,1,1182,High,Male,44,Medium,3,Manufacturing Director,Medium,Divorced,10274,10k-15k,19588,2,Y,No,18,Excellent,Medium,80,Low,15,2,Excellent,7,7,6,4
RM849,35,26-35,No,Frequently,636,Research & Development,4,Near,Master,Other,1,1185,Very High,Male,47,Medium,1,Laboratory Technician,Very High,Married,2376,Upto 5k,26537,1,Y,No,13,Excellent,Medium,80,Low,2,2,Excellent,2,2,2,2
RM871,35,26-35,No,Rarely,1361,Sales,17,Far,Master,Life Sciences,1,1218,High,Male,94,High,2,Sales Executive,Low,Married,8966,5k-10k,21026,3,Y,Yes,15,Excellent,Very High,80,High,15,2,Good,7,7,1,7
RM889,35,26-35,No,Non-Travel,1212,Sales,8,Medium,College,Marketing,1,1243,High,Female,78,Medium,3,Sales Executive,Very High,Married,10377,10k-15k,13755,4,Y,Yes,11,Excellent,Medium,80,Low,16,6,Fair,13,2,4,12
RM925,35,26-35,No,Rarely,735,Research & Development,6,Medium,Below College,Life Sciences,1,1291,High,Male,66,High,1,Research Scientist,High,Married,3506,Upto 5k,6020,0,Y,Yes,14,Excellent,Very High,80,No Stock,4,3,Good,3,2,2,2
RM962,35,26-35,No,Frequently,482,Research & Development,4,Near,Master,Life Sciences,1,1350,High,Male,87,High,2,Research Scientist,High,Single,4249,Upto 5k,2690,1,Y,Yes,11,Excellent,Medium,80,No Stock,9,3,Good,9,6,1,1
RM974,35,26-35,No,Rarely,817,Research & Development,1,Near,Bachelor,Medical,1,1369,Very High,Female,60,Medium,2,Laboratory Technician,Very High,Married,5363,5k-10k,10846,0,Y,No,12,Excellent,Medium,80,Low,10,0,Good,9,7,0,0
RM982,35,26-35,Yes,Frequently,662,Sales,18,Far,Master,Marketing,1,1380,Very High,Female,67,High,2,Sales Executive,High,Married,4614,Upto 5k,23288,0,Y,Yes,18,Excellent,High,80,Low,5,0,Fair,4,2,3,2
RM1003,35,26-35,No,Frequently,200,Research & Development,18,Far,College,Life Sciences,1,1412,High,Male,60,High,3,Manufacturing Director,Very High,Single,9362,5k-10k,19944,2,Y,No,11,Excellent,High,80,No Stock,10,2,Good,2,2,2,2
RM1060,35,26-35,No,Rarely,660,Sales,7,Medium,Below College,Life Sciences,1,1492,Very High,Male,76,High,1,Sales Representative,High,Married,2404,Upto 5k,16192,1,Y,No,13,Excellent,Low,80,Low,1,3,Good,1,0,0,0
RM1082,35,26-35,No,Rarely,1029,Research & Development,16,Far,Bachelor,Life Sciences,1,1529,Very High,Female,91,Medium,3,Healthcare Representative,Medium,Single,8606,5k-10k,21195,1,Y,No,19,Excellent,Very High,80,No Stock,11,3,Poor,11,8,3,3
RM1101,35,26-35,No,Rarely,1402,Sales,28,Far,Master,Life Sciences,1,1554,Medium,Female,98,Medium,1,Sales Representative,High,Married,2430,Upto 5k,26204,0,Y,No,23,Outstanding,Low,80,Medium,6,5,Good,5,3,4,2
RM1109,35,26-35,No,Rarely,992,Research & Development,1,Near,Bachelor,Medical,1,1564,Very High,Male,68,Medium,1,Laboratory Technician,Low,Single,2450,Upto 5k,21731,1,Y,No,19,Excellent,Medium,80,No Stock,3,3,Good,3,0,1,2
RM1111,35,26-35,Yes,Rarely,104,Research & Development,2,Near,Bachelor,Life Sciences,1,1569,Low,Female,69,High,1,Laboratory Technician,Low,Divorced,2074,Upto 5k,26619,1,Y,Yes,12,Excellent,Very High,80,Low,1,2,Good,1,0,0,0
RM1124,35,26-35,No,Rarely,670,Research & Development,10,Medium,Master,Medical,1,1587,Low,Female,51,High,2,Healthcare Representative,High,Single,6142,5k-10k,4223,3,Y,Yes,16,Excellent,High,80,No Stock,10,4,Good,5,2,0,4
RM1131,35,26-35,No,Rarely,750,Research & Development,28,Far,Bachelor,Life Sciences,1,1596,Medium,Male,46,Very High,2,Laboratory Technician,High,Married,3407,Upto 5k,25348,1,Y,No,17,Excellent,Very High,80,Medium,10,3,Fair,10,9,6,8
RM1135,35,26-35,No,Rarely,1349,Research & Development,7,Medium,College,Life Sciences,1,1601,High,Male,63,Medium,1,Laboratory Technician,Very High,Married,2690,Upto 5k,7713,1,Y,No,18,Excellent,Very High,80,Low,1,5,Fair,1,0,0,1
RM1151,35,26-35,No,Rarely,819,Research & Development,18,Far,Doctor,Life Sciences,1,1621,Medium,Male,48,Very High,2,Research Scientist,Low,Married,5208,5k-10k,26312,1,Y,No,11,Excellent,Very High,80,No Stock,16,2,Good,16,15,1,10
RM1158,35,26-35,No,Non-Travel,208,Research & Development,8,Medium,Master,Life Sciences,1,1630,High,Female,52,High,2,Healthcare Representative,High,Married,4148,Upto 5k,12250,1,Y,No,12,Excellent,Very High,80,Low,15,5,Good,14,11,2,9
RM1163,35,26-35,Yes,Rarely,737,Sales,10,Medium,Bachelor,Medical,1,1639,Very High,Male,55,Medium,3,Sales Executive,Low,Married,10306,10k-15k,21530,9,Y,No,17,Excellent,High,80,No Stock,15,3,Good,13,12,6,0
RM1168,35,26-35,Yes,Rarely,763,Sales,15,Medium,College,Medical,1,1645,Low,Male,59,Low,2,Sales Executive,Very High,Divorced,5440,5k-10k,22098,6,Y,Yes,14,Excellent,Very High,80,Medium,7,2,Fair,2,2,2,2
RM1187,35,26-35,Yes,Frequently,880,Sales,12,Medium,Master,Other,1,1667,Very High,Male,36,High,2,Sales Executive,Very High,Single,4581,Upto 5k,10414,3,Y,Yes,24,Outstanding,Low,80,No Stock,13,2,Excellent,11,9,6,7
RM1216,35,26-35,No,Frequently,146,Research & Development,2,Near,Master,Medical,1,1704,Low,Male,79,Medium,1,Research Scientist,Very High,Single,4930,Upto 5k,13970,0,Y,Yes,14,Excellent,High,80,No Stock,6,2,Excellent,5,4,1,4
RM1233,35,26-35,No,Rarely,1370,Research & Development,27,Far,Master,Life Sciences,1,1728,Very High,Male,49,High,2,Manufacturing Director,High,Married,6883,5k-10k,5151,2,Y,No,16,Excellent,Medium,80,Low,17,3,Good,7,7,0,7
RM1282,35,26-35,Yes,Rarely,303,Sales,27,Far,Bachelor,Life Sciences,1,1797,High,Male,84,High,2,Sales Executive,Very High,Single,5813,5k-10k,13492,1,Y,Yes,18,Excellent,Very High,80,No Stock,10,2,Good,10,7,7,7
RM1289,35,26-35,No,Non-Travel,1180,Research & Development,2,Near,College,Medical,1,1804,Medium,Male,90,High,2,Manufacturing Director,Very High,Divorced,5762,5k-10k,24442,2,Y,No,14,Excellent,High,80,Low,15,6,Good,7,7,1,7
RM1303,35,26-35,No,Rarely,185,Research & Development,23,Far,Master,Medical,1,1826,Medium,Male,91,Low,1,Laboratory Technician,High,Married,2705,Upto 5k,9696,0,Y,No,16,Excellent,Medium,80,Low,6,2,Excellent,5,4,0,3
RM1346,35,26-35,No,Rarely,219,Research & Development,16,Far,College,Other,1,1886,Very High,Female,44,Medium,2,Manufacturing Director,Medium,Married,4788,Upto 5k,25388,0,Y,Yes,11,Excellent,Very High,80,No Stock,4,2,Good,3,2,0,2
RM1381,35,26-35,No,Rarely,682,Sales,18,Far,Master,Medical,1,1945,Medium,Male,71,High,2,Sales Executive,Low,Married,5561,5k-10k,15975,0,Y,No,16,Excellent,Very High,80,Low,6,2,Poor,5,3,0,4
RM1393,35,26-35,No,Rarely,1224,Sales,7,Medium,Master,Life Sciences,1,1962,High,Female,55,High,2,Sales Executive,Very High,Married,5204,5k-10k,13586,1,Y,Yes,11,Excellent,Very High,80,No Stock,10,2,Good,10,8,0,9
RM1423,35,26-35,No,Rarely,1490,Research & Development,11,Medium,Master,Medical,1,2003,Very High,Male,43,High,1,Laboratory Technician,High,Married,2660,Upto 5k,20232,7,Y,Yes,11,Excellent,High,80,Low,5,3,Good,2,2,2,2
RM1425,35,26-35,No,Rarely,1395,Research & Development,9,Medium,Master,Medical,1,2008,Medium,Male,48,High,2,Research Scientist,High,Single,5098,5k-10k,18698,1,Y,No,19,Excellent,Medium,80,No Stock,10,5,Good,10,7,0,8
RM1451,35,26-35,No,Rarely,1146,Human Resources,26,Far,Master,Life Sciences,1,2040,High,Female,31,High,3,Human Resources,Very High,Single,8837,5k-10k,16642,1,Y,Yes,16,Excellent,High,80,No Stock,9,2,Good,9,0,1,7
RM1457,35,26-35,No,Frequently,1199,Research & Development,18,Far,Master,Life Sciences,1,2049,High,Male,80,High,2,Healthcare Representative,High,Married,5689,5k-10k,24594,1,Y,Yes,14,Excellent,Very High,80,Medium,10,2,Excellent,10,2,0,2
RM1459,35,26-35,No,Rarely,287,Research & Development,1,Near,Master,Life Sciences,1,2052,High,Female,62,Low,1,Research Scientist,Very High,Married,2977,Upto 5k,8952,1,Y,No,12,Excellent,Very High,80,Low,4,5,Good,4,3,1,1
RM010,36,36-45,No,Rarely,1299,Research & Development,27,Far,Bachelor,Medical,1,13,High,Male,94,High,2,Healthcare Representative,High,Married,5237,5k-10k,16577,6,Y,No,13,Excellent,Medium,80,Medium,17,3,Fair,7,7,7,7
RM022,36,36-45,Yes,Rarely,1218,Sales,9,Medium,Master,Life Sciences,1,27,High,Male,82,Medium,1,Sales Representative,Low,Single,3407,Upto 5k,6986,7,Y,No,23,Outstanding,Medium,80,No Stock,10,4,Good,5,3,0,3
RM039,36,36-45,No,Rarely,852,Research & Development,5,Near,Master,Life Sciences,1,51,Medium,Female,82,Medium,1,Research Scientist,Low,Married,3419,Upto 5k,13072,9,Y,Yes,14,Excellent,Very High,80,Low,6,3,Excellent,1,1,0,0
RM065,36,36-45,No,Rarely,1223,Research & Development,8,Medium,Bachelor,Technical Degree,1,83,High,Female,59,High,3,Healthcare Representative,High,Divorced,10096,10k-15k,8202,1,Y,No,13,Excellent,Medium,80,High,17,2,Good,17,14,12,8
RM067,36,36-45,No,Frequently,1195,Research & Development,11,Medium,Bachelor,Life Sciences,1,85,Medium,Male,95,Medium,2,Manufacturing Director,Medium,Single,6499,5k-10k,22656,1,Y,No,13,Excellent,High,80,No Stock,6,3,Good,6,5,0,3
RM070,36,36-45,Yes,Rarely,318,Research & Development,9,Medium,Bachelor,Medical,1,90,Very High,Male,79,Medium,1,Research Scientist,High,Married,3388,Upto 5k,21777,0,Y,Yes,17,Excellent,Low,80,Low,2,0,Fair,1,0,0,
RM075,36,36-45,No,Rarely,132,Research & Development,6,Medium,Bachelor,Life Sciences,1,97,Medium,Female,55,Very High,1,Laboratory Technician,Very High,Married,3038,Upto 5k,22002,3,Y,No,12,Excellent,Medium,80,No Stock,5,3,Good,1,0,0,
RM118,36,36-45,No,Frequently,1467,Sales,11,Medium,College,Technical Degree,1,154,Medium,Female,92,High,3,Sales Executive,Very High,Married,9738,5k-10k,22952,0,Y,No,14,Excellent,High,80,Low,10,6,Good,9,7,2,8
RM119,36,36-45,No,Rarely,922,Research & Development,3,Near,College,Life Sciences,1,155,Low,Female,39,High,1,Laboratory Technician,Very High,Divorced,2835,Upto 5k,2561,5,Y,No,22,Outstanding,Low,80,Low,7,2,Good,1,0,0,0
RM136,36,36-45,No,Rarely,216,Research & Development,6,Medium,College,Medical,1,178,Medium,Male,84,High,2,Manufacturing Director,Medium,Divorced,4941,Upto 5k,2819,6,Y,No,20,Outstanding,Very High,80,Medium,7,0,Good,3,2,0,1
RM173,36,36-45,No,Frequently,1480,Research & Development,3,Near,College,Medical,1,238,Very High,Male,30,High,1,Laboratory Technician,Medium,Single,2088,Upto 5k,15062,4,Y,No,12,Excellent,High,80,No Stock,13,3,Fair,8,7,7,2
RM208,36,36-45,No,Frequently,635,Research & Development,18,Far,Below College,Medical,1,286,Medium,Female,73,High,1,Laboratory Technician,Very High,Single,2153,Upto 5k,7703,1,Y,No,13,Excellent,Low,80,No Stock,8,2,Good,8,1,1,
RM221,36,36-45,No,Rarely,1396,Research & Development,5,Near,College,Life Sciences,1,304,Very High,Male,62,High,2,Laboratory Technician,Medium,Single,5914,5k-10k,9945,8,Y,No,16,Excellent,Very High,80,No Stock,16,3,Excellent,13,11,3,7
RM270,36,36-45,No,Rarely,1403,Research & Development,6,Medium,Bachelor,Life Sciences,1,373,Very High,Male,47,High,1,Laboratory Technician,Very High,Married,3210,Upto 5k,20251,0,Y,No,11,Excellent,High,80,Low,16,4,Good,15,13,10,11
RM292,36,36-45,No,Rarely,506,Research & Development,3,Near,Bachelor,Technical Degree,1,397,High,Male,30,High,2,Research Scientist,Medium,Single,4485,Upto 5k,26285,4,Y,No,12,Excellent,Very High,80,No Stock,10,2,Good,8,0,7,7
RM299,36,36-45,No,Frequently,566,Research & Development,18,Far,Master,Life Sciences,1,407,High,Male,81,Very High,1,Laboratory Technician,Very High,Married,3688,Upto 5k,7122,4,Y,No,18,Excellent,Very High,80,Medium,4,2,Good,1,0,0,0
RM306,36,36-45,No,Non-Travel,1105,Research & Development,24,Far,Master,Life Sciences,1,419,Medium,Female,47,High,2,Laboratory Technician,Medium,Married,5674,5k-10k,6927,7,Y,No,15,Excellent,High,80,Low,11,3,Good,9,8,0,8
RM359,36,36-45,No,Non-Travel,845,Sales,1,Near,Doctor,Medical,1,479,Very High,Female,45,High,2,Sales Executive,Very High,Single,6653,5k-10k,15276,4,Y,No,15,Excellent,Medium,80,No Stock,7,6,Good,1,0,0,
RM360,36,36-45,No,Frequently,541,Sales,3,Near,Master,Medical,1,481,Low,Male,48,Medium,3,Sales Executive,Very High,Married,9699,5k-10k,7246,4,Y,No,11,Excellent,Low,80,Low,16,2,Good,13,9,1,
RM378,36,36-45,No,Rarely,329,Research & Development,2,Near,Bachelor,Life Sciences,1,501,Very High,Female,96,High,1,Research Scientist,High,Married,2543,Upto 5k,11868,4,Y,No,13,Excellent,Medium,80,Low,6,3,Good,2,2,2,2
RM385,36,36-45,No,Rarely,164,Sales,2,Near,College,Medical,1,513,Medium,Male,61,Medium,3,Sales Executive,High,Married,7596,5k-10k,3809,1,Y,No,13,Excellent,Medium,80,Medium,10,2,Good,10,9,9,0
RM443,36,36-45,No,Non-Travel,635,Sales,10,Medium,Master,Medical,1,592,Medium,Male,32,High,3,Sales Executive,Very High,Single,9980,5k-10k,15318,1,Y,No,14,Excellent,Very High,80,No Stock,10,3,Fair,10,3,9,7
RM512,36,36-45,No,Rarely,913,Research & Development,9,Medium,College,Medical,1,699,Medium,Male,48,Medium,2,Manufacturing Director,Medium,Divorced,8847,5k-10k,13934,2,Y,Yes,11,Excellent,High,80,Low,13,2,Good,3,2,0,2
RM542,36,36-45,No,Non-Travel,427,Research & Development,8,Medium,Bachelor,Life Sciences,1,742,Low,Female,63,Very High,3,Research Director,Low,Married,11713,10k-15k,20335,9,Y,No,14,Excellent,Low,80,Low,10,2,Good,8,7,0,5
RM570,36,36-45,No,Non-Travel,1434,Sales,8,Medium,Master,Life Sciences,1,789,Low,Male,76,Medium,3,Sales Executive,Low,Single,7587,5k-10k,14229,1,Y,No,15,Excellent,Medium,80,No Stock,10,1,Good,10,7,0,9
RM594,36,36-45,No,Rarely,676,Research & Development,1,Near,Bachelor,Other,1,823,High,Female,35,High,2,Manufacturing Director,Medium,Married,5228,5k-10k,23361,0,Y,No,15,Excellent,Low,80,Low,10,2,Good,9,7,0,5
RM600,36,36-45,No,Rarely,1041,Human Resources,13,Medium,Bachelor,Human Resources,1,829,High,Male,36,High,1,Human Resources,Medium,Married,2143,Upto 5k,25527,4,Y,No,13,Excellent,Medium,80,Low,8,2,Good,5,2,0,4
RM622,36,36-45,No,Rarely,928,Sales,1,Near,College,Life Sciences,1,857,Medium,Male,56,High,2,Sales Executive,Very High,Married,6201,5k-10k,2823,1,Y,Yes,14,Excellent,Very High,80,Low,18,1,Fair,18,14,4,11
RM634,36,36-45,No,Rarely,1278,Human Resources,8,Medium,Bachelor,Life Sciences,1,878,Low,Male,77,Medium,1,Human Resources,Low,Married,2342,Upto 5k,8635,0,Y,No,21,Outstanding,High,80,No Stock,6,3,Good,5,4,0,3
RM665,36,36-45,No,Rarely,1425,Research & Development,14,Medium,Below College,Life Sciences,1,924,High,Male,68,High,2,Healthcare Representative,Very High,Married,6586,5k-10k,4821,0,Y,Yes,17,Excellent,Low,80,Low,17,2,Fair,16,8,4,11
RM681,36,36-45,No,Rarely,188,Research & Development,7,Medium,Master,Other,1,949,Medium,Male,65,High,1,Research Scientist,Very High,Single,4678,Upto 5k,23293,2,Y,No,18,Excellent,High,80,No Stock,8,6,Good,6,2,0,1
RM688,36,36-45,No,Rarely,938,Research & Development,2,Near,Master,Medical,1,958,High,Male,79,High,1,Laboratory Technician,High,Single,2519,Upto 5k,12287,4,Y,No,21,Outstanding,High,80,No Stock,16,6,Good,11,8,3,9
RM694,36,36-45,Yes,Rarely,530,Sales,3,Near,Below College,Life Sciences,1,967,High,Male,51,Medium,3,Sales Executive,Very High,Married,10325,10k-15k,5518,1,Y,Yes,11,Excellent,Low,80,Low,16,6,Good,16,7,3,7
RM709,36,36-45,No,Non-Travel,1229,Sales,8,Medium,Master,Technical Degree,1,990,Low,Male,84,High,2,Sales Executive,Very High,Divorced,5079,5k-10k,25952,4,Y,No,13,Excellent,Very High,80,Medium,12,3,Good,7,7,0,7
RM753,36,36-45,Yes,Rarely,885,Research & Development,16,Far,Master,Life Sciences,1,1042,High,Female,43,Very High,1,Laboratory Technician,Low,Single,2743,Upto 5k,8269,1,Y,No,16,Excellent,High,80,No Stock,18,1,Good,17,13,15,14
RM762,36,36-45,Yes,Rarely,660,Research & Development,15,Medium,Bachelor,Other,1,1052,Low,Male,81,High,2,Laboratory Technician,High,Divorced,4834,Upto 5k,7858,7,Y,No,14,Excellent,Medium,80,Low,9,3,Fair,1,0,0,0
RM774,36,36-45,No,Rarely,796,Research & Development,12,Medium,Doctor,Medical,1,1073,Very High,Female,51,Medium,3,Manufacturing Director,Very High,Single,8858,5k-10k,15669,0,Y,No,11,Excellent,Medium,80,No Stock,15,2,Fair,14,8,7,8
RM818,36,36-45,No,Non-Travel,217,Research & Development,18,Far,Master,Life Sciences,1,1133,Low,Male,78,High,2,Manufacturing Director,Very High,Single,7779,5k-10k,23238,2,Y,No,20,Outstanding,Low,80,No Stock,18,0,Good,11,9,0,9
RM874,36,36-45,No,Rarely,917,Research & Development,6,Medium,Master,Life Sciences,1,1221,High,Male,60,Low,1,Laboratory Technician,High,Divorced,2741,Upto 5k,6865,1,Y,No,14,Excellent,High,80,Low,7,4,Good,7,7,1,7
RM883,36,36-45,No,Rarely,363,Research & Development,1,Near,Bachelor,Technical Degree,1,1237,High,Female,77,Low,3,Manufacturing Director,Low,Divorced,10252,10k-15k,4235,2,Y,Yes,21,Outstanding,High,80,Low,17,2,Good,7,7,7,7
RM901,36,36-45,No,Frequently,469,Research & Development,3,Near,Bachelor,Technical Degree,1,1257,High,Male,46,High,1,Research Scientist,Medium,Married,3692,Upto 5k,9256,1,Y,No,12,Excellent,High,80,No Stock,12,2,Fair,11,10,0,7
RM928,36,36-45,No,Rarely,429,Research & Development,2,Near,Master,Life Sciences,1,1294,High,Female,53,High,2,Manufacturing Director,Medium,Single,5410,5k-10k,2323,9,Y,Yes,11,Excellent,Very High,80,No Stock,18,2,Good,16,14,5,12
RM943,36,36-45,No,Rarely,325,Research & Development,10,Medium,Master,Technical Degree,1,1312,Very High,Female,63,High,3,Healthcare Representative,High,Married,7094,5k-10k,5747,3,Y,No,12,Excellent,Low,80,No Stock,10,0,Good,7,7,1,7
RM969,36,36-45,No,Frequently,607,Sales,7,Medium,Bachelor,Marketing,1,1362,Low,Female,83,Very High,2,Sales Executive,Low,Married,4639,Upto 5k,2261,2,Y,No,16,Excellent,Very High,80,Low,17,2,Fair,15,7,6,13
RM1012,36,36-45,No,Rarely,1174,Sales,3,Near,Master,Marketing,1,1425,Low,Female,99,High,2,Sales Executive,Medium,Single,9278,5k-10k,20763,3,Y,Yes,16,Excellent,Very High,80,No Stock,15,3,Good,5,4,0,1
